file                            format  type  num_seqs     sum_len  min_len  avg_len  max_len    Q1   Q2    Q3  sum_gap  N50  Q20(%)  Q30(%)
V10_CKI_N_6_3_16S.2.fq.gz       FASTQ   DNA    229,690  28,030,892      121      122      123   121  123   123        0  123   95.73      91
V10_CKI_N_6_4_16S.1.fq.gz       FASTQ   DNA    131,747  16,067,469      121      122      123   121  121   123        0  121   96.64   92.71
V10_CKI_N_6_4_16S.2.fq.gz       FASTQ   DNA    131,747  16,078,799      121      122      123   121  123   123        0  123    95.7   90.86
V10_CKI_N_6_5_16S.1.fq.gz       FASTQ   DNA    375,117  45,753,587      121      122      123   121  121   123        0  121   95.99   91.81
V10_CKI_N_6_5_16S.2.fq.gz       FASTQ   DNA    375,117  45,774,961      121      122      123   121  123   123        0  123   95.71    90.9
V10_CKI_N_6_DI_16S.1.fq.gz      FASTQ   DNA     52,477   6,401,931      121      122      123   121  121   123        0  123   96.42   92.61
V10_CKI_N_6_DI_16S.2.fq.gz      FASTQ   DNA     52,477   6,402,457      121      122      123   121  123   123        0  123    95.8   91.06
V10_CKI_N_6_WC_16S.1.fq.gz      FASTQ   DNA        948     115,640      121      122      123   121  121   123        0  121   94.48    89.9
V10_CKI_N_6_WC_16S.2.fq.gz      FASTQ   DNA        948     115,672      121      122      123   121  123   123        0  123   93.03   87.29
V10_CKI_N_7_1_16S.1.fq.gz       FASTQ   DNA    296,408  36,153,412      121      122      123   121  121   123        0  121   96.73   93.01
V10_CKI_N_7_1_16S.2.fq.gz       FASTQ   DNA    296,408  36,170,140      121      122      123   121  123   123        0  123   96.15    91.6
V10_CKI_N_7_2_16S.1.fq.gz       FASTQ   DNA    216,338  26,392,278      121      122      123   121  121   123        0  123   96.59   92.65
V10_CKI_N_7_2_16S.2.fq.gz       FASTQ   DNA    216,338  26,394,194      121      122      123   121  123   123        0  123   96.28   91.69
V10_CKI_N_7_3_16S.1.fq.gz       FASTQ   DNA    306,522  37,403,692      121      122      123   121  123   123        0  123   96.18   92.07
V10_CKI_N_7_3_16S.2.fq.gz       FASTQ   DNA    306,522  37,387,676      121      122      123   121  121   123        0  121   96.16   91.59
V10_CKI_N_7_4_16S.1.fq.gz       FASTQ   DNA    208,324  25,413,096      121      122      123   121  121   123        0  121   96.56   92.59
V10_CKI_N_7_4_16S.2.fq.gz       FASTQ   DNA    208,324  25,417,960      121      122      123   121  123   123        0  123    96.2   91.45
V10_CKI_N_7_5_16S.1.fq.gz       FASTQ   DNA    199,857  24,380,081      121      122      123   121  121   123        0  121   96.81   93.18
V10_CKI_N_7_5_16S.2.fq.gz       FASTQ   DNA    199,857  24,385,027      121      122      123   121  123   123        0  123   96.49   92.15
V10_CKI_N_7_DI_16S.1.fq.gz      FASTQ   DNA     51,581   6,292,993      121      122      123   121  123   123        0  123   96.05   91.84
V10_CKI_N_7_DI_16S.2.fq.gz      FASTQ   DNA     51,581   6,292,771      121      122      123   121  121   123        0  123   95.23    90.2
V10_CKI_N_7_WC_16S.1.fq.gz      FASTQ   DNA        569      69,411      121      122      123   121  121   123        0  121   92.55   87.09
V10_CKI_N_7_WC_16S.2.fq.gz      FASTQ   DNA        569      69,425      121      122      123   121  123   123        0  123   90.66   83.78
V10_CKI_N_8_1_16S.1.fq.gz       FASTQ   DNA    268,535  32,755,061      121      122      123   121  121   123        0  121    96.8   93.17
V10_CKI_N_8_1_16S.2.fq.gz       FASTQ   DNA    268,535  32,767,479      121      122      123   121  123   123        0  123   96.58   92.23
V10_CKI_N_8_2_16S.1.fq.gz       FASTQ   DNA    206,876  25,238,118      121      122      123   121  121   123        0  123   96.48   92.59
V10_CKI_N_8_2_16S.2.fq.gz       FASTQ   DNA    206,876  25,239,626      121      122      123   121  123   123        0  123   95.97   91.33
V10_CKI_N_8_3_16S.1.fq.gz       FASTQ   DNA    244,654  29,848,134      121      122      123   121  123   123        0  123   96.56   92.76
V10_CKI_N_8_3_16S.2.fq.gz       FASTQ   DNA    244,654  29,847,442      121      122      123   121  121   123        0  123   96.01   91.29
V10_CKI_N_8_4_16S.1.fq.gz       FASTQ   DNA    252,404  30,798,424      121      122      123   121  123   123        0  123   96.91   93.19
V10_CKI_N_8_4_16S.2.fq.gz       FASTQ   DNA    252,404  30,788,152      121      122      123   121  121   123        0  121   96.28   91.62
V10_CKI_N_8_5_16S.1.fq.gz       FASTQ   DNA    324,684  39,606,322      121      122      123   121  121   123        0  121   96.45   92.47
V10_CKI_N_8_5_16S.2.fq.gz       FASTQ   DNA    324,684  39,616,574      121      122      123   121  123   123        0  123   96.05   91.39
V10_CKI_N_8_DI_16S.1.fq.gz      FASTQ   DNA      1,186     144,650      121      122      123   121  121   123        0  121   94.18   89.47
V10_CKI_N_8_DI_16S.2.fq.gz      FASTQ   DNA      1,186     144,734      121      122      123   121  123   123        0  123   92.35   86.35
V10_CKI_N_8_WC_16S.1.fq.gz      FASTQ   DNA     26,552   3,238,934      121      122      123   121  121   123        0  121   96.77   93.04
