file                               format  type  num_seqs     sum_len  min_len  avg_len  max_len    Q1   Q2    Q3  sum_gap  N50  Q20(%)  Q30(%)
V10_CKI_N_21_2_MiFish.1.fq.gz      FASTQ   DNA     23,653   3,808,133      161      161      161  80.5  161  80.5        0  161   94.04   88.64
V10_CKI_N_21_2_MiFish.2.fq.gz      FASTQ   DNA     23,653   3,808,133      161      161      161  80.5  161  80.5        0  161   95.62   90.91
V10_CKI_N_21_3_MiFish.1.fq.gz      FASTQ   DNA    118,384  19,059,824      161      161      161  80.5  161  80.5        0  161    94.4   89.18
V10_CKI_N_21_3_MiFish.2.fq.gz      FASTQ   DNA    118,384  19,059,824      161      161      161  80.5  161  80.5        0  161   95.89   91.35
V10_CKI_N_21_4_MiFish.1.fq.gz      FASTQ   DNA     49,275   7,933,275      161      161      161  80.5  161  80.5        0  161   94.21   88.96
V10_CKI_N_21_4_MiFish.2.fq.gz      FASTQ   DNA     49,275   7,933,275      161      161      161  80.5  161  80.5        0  161   96.02   91.55
V10_CKI_N_21_5_MiFish.1.fq.gz      FASTQ   DNA    101,282  16,306,402      161      161      161  80.5  161  80.5        0  161   93.71   88.34
V10_CKI_N_21_5_MiFish.2.fq.gz      FASTQ   DNA    101,282  16,306,402      161      161      161  80.5  161  80.5        0  161    95.8   91.27
V10_CKI_N_21_DI_MiFish.1.fq.gz     FASTQ   DNA      8,545   1,375,745      161      161      161  80.5  161  80.5        0  161   93.69   88.35
V10_CKI_N_21_DI_MiFish.2.fq.gz     FASTQ   DNA      8,545   1,375,745      161      161      161  80.5  161  80.5        0  161   95.32   90.48
V10_CKI_N_21_WC_MiFish.1.fq.gz     FASTQ   DNA      5,558     894,838      161      161      161  80.5  161  80.5        0  161   93.51   87.95
V10_CKI_N_21_WC_MiFish.2.fq.gz     FASTQ   DNA      5,558     894,838      161      161      161  80.5  161  80.5        0  161   95.07   89.99
V10_CKI_N_22_1_MiFish.1.fq.gz      FASTQ   DNA     51,108   8,228,388      161      161      161  80.5  161  80.5        0  161    93.6   88.32
V10_CKI_N_22_1_MiFish.2.fq.gz      FASTQ   DNA     51,108   8,228,388      161      161      161  80.5  161  80.5        0  161   95.47   90.78
V10_CKI_N_22_2_MiFish.1.fq.gz      FASTQ   DNA    103,348  16,639,028      161      161      161  80.5  161  80.5        0  161   94.26   88.99
V10_CKI_N_22_2_MiFish.2.fq.gz      FASTQ   DNA    103,348  16,639,028      161      161      161  80.5  161  80.5        0  161   96.13   91.87
V10_CKI_N_22_3_MiFish.1.fq.gz      FASTQ   DNA     49,909   8,035,349      161      161      161  80.5  161  80.5        0  161   94.21      89
V10_CKI_N_22_3_MiFish.2.fq.gz      FASTQ   DNA     49,909   8,035,349      161      161      161  80.5  161  80.5        0  161   96.28   92.14
V10_CKI_N_22_4_MiFish.1.fq.gz      FASTQ   DNA    108,346  17,443,706      161      161      161  80.5  161  80.5        0  161   94.34   89.06
V10_CKI_N_22_4_MiFish.2.fq.gz      FASTQ   DNA    108,346  17,443,706      161      161      161  80.5  161  80.5        0  161   96.06   91.63
V10_CKI_N_22_5_MiFish.1.fq.gz      FASTQ   DNA    106,621  17,165,981      161      161      161  80.5  161  80.5        0  161   94.52   89.47
V10_CKI_N_22_5_MiFish.2.fq.gz      FASTQ   DNA    106,621  17,165,981      161      161      161  80.5  161  80.5        0  161   96.18   91.98
V10_CKI_N_22_DI_MiFish.1.fq.gz     FASTQ   DNA     10,328   1,662,808      161      161      161  80.5  161  80.5        0  161   93.18   87.09
V10_CKI_N_22_DI_MiFish.2.fq.gz     FASTQ   DNA     10,328   1,662,808      161      161      161  80.5  161  80.5        0  161   95.42   90.34
V10_CKI_N_22_WC_MiFish.1.fq.gz     FASTQ   DNA     11,136   1,792,896      161      161      161  80.5  161  80.5        0  161   93.06    87.2
V10_CKI_N_22_WC_MiFish.2.fq.gz     FASTQ   DNA     11,136   1,792,896      161      161      161  80.5  161  80.5        0  161   95.15   90.34
V10_CKI_N_23_1_MiFish.1.fq.gz      FASTQ   DNA     75,126  12,095,286      161      161      161  80.5  161  80.5        0  161   93.91   88.55
V10_CKI_N_23_1_MiFish.2.fq.gz      FASTQ   DNA     75,126  12,095,286      161      161      161  80.5  161  80.5        0  161   95.71   91.03
V10_CKI_N_23_2_MiFish.1.fq.gz      FASTQ   DNA    118,454  19,071,094      161      161      161  80.5  161  80.5        0  161   93.37   87.61
V10_CKI_N_23_2_MiFish.2.fq.gz      FASTQ   DNA    118,454  19,071,094      161      161      161  80.5  161  80.5        0  161   95.65   90.72
V10_CKI_N_23_3_MiFish.1.fq.gz      FASTQ   DNA    131,685  21,201,285      161      161      161  80.5  161  80.5        0  161   93.69   88.34
V10_CKI_N_23_3_MiFish.2.fq.gz      FASTQ   DNA    131,685  21,201,285      161      161      161  80.5  161  80.5        0  161   95.93   91.48
V10_CKI_N_23_4_MiFish.1.fq.gz      FASTQ   DNA     54,635   8,796,235      161      161      161  80.5  161  80.5        0  161   94.47   89.17
V10_CKI_N_23_4_MiFish.2.fq.gz      FASTQ   DNA     54,635   8,796,235      161      161      161  80.5  161  80.5        0  161   96.28    91.9
V10_CKI_N_23_5_MiFish.1.fq.gz      FASTQ   DNA    141,651  22,805,811      161      161      161  80.5  161  80.5        0  161   93.55   87.95
V10_CKI_N_23_5_MiFish.2.fq.gz      FASTQ   DNA    141,651  22,805,811      161      161      161  80.5  161  80.5        0  161   95.86   91.21
V10_CKI_N_23_DI_MiFish.1.fq.gz     FASTQ   DNA     10,634   1,712,074      161      161      161  80.5  161  80.5        0  161   93.24   87.56
V10_CKI_N_23_DI_MiFish.2.fq.gz     FASTQ   DNA     10,634   1,712,074      161      161      161  80.5  161  80.5        0  161   95.22    90.4
V10_CKI_N_23_WC_MiFish.1.fq.gz     FASTQ   DNA     56,806   9,145,766      161      161      161  80.5  161  80.5        0  161   94.29   88.95
V10_CKI_N_23_WC_MiFish.2.fq.gz     FASTQ   DNA     56,806   9,145,766      161      161      161  80.5  161  80.5        0  161   96.06   91.61
V10_CKI_N_24_1_MiFish.1.fq.gz      FASTQ   DNA     92,372  14,871,892      161      161      161  80.5  161  80.5        0  161   93.69   87.83
V10_CKI_N_24_1_MiFish.2.fq.gz      FASTQ   DNA     92,372  14,871,892      161      161      161  80.5  161  80.5        0  161   95.74   90.74
V10_CKI_N_24_2_MiFish.1.fq.gz      FASTQ   DNA     74,400  11,978,400      161      161      161  80.5  161  80.5        0  161   94.29   88.89
V10_CKI_N_24_2_MiFish.2.fq.gz      FASTQ   DNA     74,400  11,978,400      161      161      161  80.5  161  80.5        0  161   95.98   91.25
