Sample ID,Sites,Atoll,Environment,Replicate ID,Latitude,Longitude,Site depth (m),Year,Month,Day,Time Start,Depth Temperature C,Sampling Method,Filtration Device,Volume Filtered,Comments,Field Personnel,Extraction Tube ID,Digestion Data,Extraction Date
MT1_18_1,18,Montebellos,NA,1,-20.45075864,115.6047599,4.8,2021,August,15,8:39,22.5,"Niskin sampler, manual",Grover pump,1,,"MC, Priscila, Marcelle , JT, Liv",208,16/08/2021,16/08/2021
MT1_18_2,18,Montebellos,NA,2,-20.45075864,115.6047599,4.8,2021,August,15,8:39,22.5,"Niskin sampler, manual",Grover pump,1,,"MC, Priscila, Marcelle , JT, Liv",209,16/08/2021,16/08/2021
MT1_18_3,18,Montebellos,NA,3,-20.45075864,115.6047599,4.8,2021,August,15,8:39,22.5,"Niskin sampler, manual",Grover pump,1,,"MC, Priscila, Marcelle , JT, Liv",210,16/08/2021,16/08/2021
MT1_18_4,18,Montebellos,NA,4,-20.45075864,115.6047599,4.8,2021,August,15,8:39,22.5,"Niskin sampler, manual",Grover pump,1,,"MC, Priscila, Marcelle , JT, Liv",211,16/08/2021,16/08/2021
MT1_18_5,18,Montebellos,NA,5,-20.45075864,115.6047599,4.8,2021,August,15,8:39,22.5,"Niskin sampler, manual",Grover pump,1,,"MC, Priscila, Marcelle , JT, Liv",212,16/08/2021,16/08/2021
MT1_18_WC,18,Montebellos,NA,WC,NA,NA,NA,2021,August,15,,,,Grover pump,1,Water Control,,213,16/08/2021,16/08/2021
MT1_19_1,19,Montebellos,NA,1,-20.45981537,115.5505923,0.9,2021,August,15,10:05,22.5,"Niskin sampler, manual",Grover pump,1,,"MC, Priscila, Marcelle , JT, Liv",214,16/08/2021,16/08/2021
MT1_19_2,19,Montebellos,NA,2,-20.45981537,115.5505923,0.9,2021,August,15,10:05,22.5,"Niskin sampler, manual",Grover pump,1,,"MC, Priscila, Marcelle , JT, Liv",215,16/08/2021,16/08/2021
MT1_19_3,19,Montebellos,NA,3,-20.45981537,115.5505923,0.9,2021,August,15,10:05,22.5,"Niskin sampler, manual",Grover pump,1,,"MC, Priscila, Marcelle , JT, Liv",216,16/08/2021,16/08/2021
MT1_19_4,19,Montebellos,NA,4,-20.45981537,115.5505923,0.9,2021,August,15,10:05,22.5,"Niskin sampler, manual",Grover pump,1,,"MC, Priscila, Marcelle , JT, Liv",217,16/08/2021,16/08/2021
MT1_19_5,19,Montebellos,NA,5,-20.45981537,115.5505923,0.9,2021,August,15,10:05,22.5,"Niskin sampler, manual",Grover pump,1,,"MC, Priscila, Marcelle , JT, Liv",218,16/08/2021,16/08/2021
MT1_19_WC,19,Montebellos,NA,WC,NA,NA,NA,2021,August,15,,,,Grover pump,1,Water Control,,219,16/08/2021,16/08/2021
MT1_20_1,20,Montebellos,NA,1,-20.46551758,115.5462427,5,2021,August,15,11:18,21.5,"Niskin sampler, manual",Grover pump,1,,"MC, Priscila, Marcelle , JT, Liv",220,16/08/2021,16/08/2021
MT1_20_2,20,Montebellos,NA,2,-20.46551758,115.5462427,5,2021,August,15,11:18,21.5,"Niskin sampler, manual",Grover pump,1,,"MC, Priscila, Marcelle , JT, Liv",221,16/08/2021,16/08/2021
MT1_20_3,20,Montebellos,NA,3,-20.46551758,115.5462427,5,2021,August,15,11:18,21.5,"Niskin sampler, manual",Grover pump,1,,"MC, Priscila, Marcelle , JT, Liv",222,16/08/2021,16/08/2021
MT1_20_4,20,Montebellos,NA,4,-20.46551758,115.5462427,5,2021,August,15,11:18,21.5,"Niskin sampler, manual",Grover pump,1,,"MC, Priscila, Marcelle , JT, Liv",223,16/08/2021,16/08/2021
MT1_20_5,20,Montebellos,NA,5,-20.46551758,115.5462427,5,2021,August,15,11:18,21.5,"Niskin sampler, manual",Grover pump,1,"Torn filter 3/4 through, swapped filters, two in digest tube","MC, Priscila, Marcelle , JT, Liv",224,16/08/2021,16/08/2021
MT1_20_WC,20,Montebellos,NA,WC,NA,NA,NA,2021,August,15,,,,Grover pump,1,Water Control,,225,16/08/2021,16/08/2021
MT1_21_1,21,Montebellos,NA,1,-20.40481851,115.5652717,8.6,2021,August,15,11:59,22.3,"Niskin sampler, manual",Grover pump,1,,"MC, Priscila, Marcelle , JT, Liv",226,16/08/2021,16/08/2021
MT1_21_2,21,Montebellos,NA,2,-20.40481851,115.5652717,8.6,2021,August,15,11:59,22.3,"Niskin sampler, manual",Grover pump,1,,"MC, Priscila, Marcelle , JT, Liv",227,16/08/2021,16/08/2021
MT1_21_3,21,Montebellos,NA,3,-20.40481851,115.5652717,8.6,2021,August,15,11:59,22.3,"Niskin sampler, manual",Grover pump,1,,"MC, Priscila, Marcelle , JT, Liv",228,16/08/2021,16/08/2021
MT1_21_4,21,Montebellos,NA,4,-20.40481851,115.5652717,8.6,2021,August,15,11:59,22.3,"Niskin sampler, manual",Grover pump,1,,"MC, Priscila, Marcelle , JT, Liv",229,16/08/2021,16/08/2021
MT1_21_5,21,Montebellos,NA,5,-20.40481851,115.5652717,8.6,2021,August,15,11:59,22.3,"Niskin sampler, manual",Grover pump,1,,"MC, Priscila, Marcelle , JT, Liv",230,16/08/2021,16/08/2021
MT1_21_WC,21,Montebellos,NA,WC,NA,NA,NA,2021,August,15,,,,Grover pump,1,Water Control,,231,16/08/2021,16/08/2021
MT1_22_1,22,Montebellos,NA,1,-20.36522449,115.5092367,6.8,2021,August,15,14:38,23.2,"Niskin sampler, manual",Grover pump,1,,"MC, JT, Noss",232,16/08/2021,16/08/2021
MT1_22_2,22,Montebellos,NA,2,-20.36522449,115.5092367,6.8,2021,August,15,14:38,23.2,"Niskin sampler, manual",Grover pump,1,,"MC, JT, Noss",233,16/08/2021,16/08/2021
MT1_22_3,22,Montebellos,NA,3,-20.36522449,115.5092367,6.8,2021,August,15,14:38,23.2,"Niskin sampler, manual",Grover pump,1,,"MC, JT, Noss",234,16/08/2021,16/08/2021
MT1_22_4,22,Montebellos,NA,4,-20.36522449,115.5092367,6.8,2021,August,15,14:38,23.2,"Niskin sampler, manual",Grover pump,1,,"MC, JT, Noss",235,16/08/2021,16/08/2021
MT1_22_5,22,Montebellos,NA,5,-20.36522449,115.5092367,6.8,2021,August,15,14:38,23.2,"Niskin sampler, manual",Grover pump,1,,"MC, JT, Noss",236,16/08/2021,16/08/2021
MT1_22_WC,22,Montebellos,NA,WC,NA,NA,NA,2021,August,15,,,,Grover pump,1,Water Control,,237,16/08/2021,16/08/2021
MT1_23_1,23,Montebellos,NA,1,-20.36722038,115.5168995,1.7,2021,August,15,15:23,23,"Niskin sampler, manual",Grover pump,1,,"MC, JT, Noss",238,16/08/2021,16/08/2021
MT1_23_2,23,Montebellos,NA,2,-20.36722038,115.5168995,1.7,2021,August,15,15:23,23,"Niskin sampler, manual",Grover pump,1,,"MC, JT, Noss",239,16/08/2021,16/08/2021
MT1_23_3,23,Montebellos,NA,3,-20.36722038,115.5168995,1.7,2021,August,15,15:23,23,"Niskin sampler, manual",Grover pump,1,,"MC, JT, Noss",240,16/08/2021,16/08/2021
MT1_23_4,23,Montebellos,NA,4,-20.36722038,115.5168995,1.7,2021,August,15,15:23,23,"Niskin sampler, manual",Grover pump,1,,"MC, JT, Noss",241,16/08/2021,16/08/2021
MT1_23_5,23,Montebellos,NA,5,-20.36722038,115.5168995,1.7,2021,August,15,15:23,23,"Niskin sampler, manual",Grover pump,1,,"MC, JT, Noss",242,16/08/2021,16/08/2021
MT1_23_WC,23,Montebellos,NA,WC,NA,NA,NA,2021,August,15,,,,Grover pump,1,Water Control,,243,16/08/2021,16/08/2021
MT1_24_1,24,Montebellos,NA,1,-20.37330132,115.533359,7,2021,August,15,15:47,22.8,"Niskin sampler, manual",Grover pump,1,,"MC, JT, Noss",244,16/08/2021,16/08/2021
MT1_24_2,24,Montebellos,NA,2,-20.37330132,115.533359,7,2021,August,15,15:47,22.8,"Niskin sampler, manual",Grover pump,1,,"MC, JT, Noss",245,16/08/2021,16/08/2021
MT1_24_3,24,Montebellos,NA,3,-20.37330132,115.533359,7,2021,August,15,15:47,22.8,"Niskin sampler, manual",Grover pump,1,,"MC, JT, Noss",246,16/08/2021,16/08/2021
MT1_24_4,24,Montebellos,NA,4,-20.37330132,115.533359,7,2021,August,15,15:47,22.8,"Niskin sampler, manual",Grover pump,1,,"MC, JT, Noss",247,16/08/2021,16/08/2021
MT1_24_5,24,Montebellos,NA,5,-20.37330132,115.533359,7,2021,August,15,15:47,22.8,"Niskin sampler, manual",Grover pump,1,,"MC, JT, Noss",248,16/08/2021,16/08/2021
MT1_24_WC,24,Montebello,NA,WC,NA,NA,NA,2021,August,15,,,,Grover pump,1,Water Control,,249,16/08/2021,16/08/2021
MT1_BC_4,NA,Montebello,NA,BC-4,NA,NA,NA,2021,August,15,,,,Grover pump,1,Bleach Control,,BC7,16/08/2021,16/08/2021
MT1_EB_1,NA,Montebello,NA,EB,NA,NA,NA,2021,August,,,,,,,Extraction Blank,,EB4,12/08/2021,13/08/2021
MT1_EB_2,NA,Montebello,NA,EB,NA,NA,NA,2021,August,,,,,,,Extraction Blank,,EB5,14/08/2021,15/08/2021
MT1_EB_3,NA,Montebello,NA,EB,NA,NA,NA,2021,August,,,,,,,Extraction Blank,,EB6,15/08/2021,15/08/2021
MT1_EB_4,NA,Montebello,NA,EB,NA,NA,NA,2021,August,,,,,,,Extraction Blank,,EB7,16/08/2021,16/08/2021
