Class,Order,Family,Species,FishBase Common name,All Common Name/s Aus/Global English (FishBase),AFD Preferred Common Name,AFD Authority,Status: CITES,Status: CMS,"Status: IUCN Red List (CR = Critically endangered
EN = Endangered VU = vulnerable NT = near threatened LC = Least Concern DD = Data Deficient NE = Not Evaluated)",Status: EPBC Act (CR = Critically endangered EN = Endangered VU = vulnerable CD = conservation dependent),Assembly submitters,Assembly URLs,In progress as listed on 10K and/or VGP and/or Squalomix pages?,Mitogenome,Occurrence in Australia,Occurrence: Freshwater,Occurrence: Brackish,Occurrence: Saltwater,Occurrence: Zone/Association,Occurrence: GBIF in WA,Occurrence: GBIF outside WA,Occurrence: OBIS in WA,Occurrence: OBIS outside WA,Estimated genome size: Average c-value (mass in pg),Estimated genome size: Gbp (1*c-value = 978 Mbp),Estimated genome size: Average chromosome number,Estimated genome size: source,Target species? Criterion,Source Contact,Fisheries: EEZ_ISO,Fisheries: EEZ_country,Fisheries: Has Fishbase data?,Fisheries: In FAO ASFIS species list?,Fisheries: In Sea Around Us database?,Fisheries: Importance (Source: Fishbase),Fisheries: Global fisheries index: has relative biomass for this species?,Fisheries: Global fisheries index: has relative biomass for this genus?,Fisheries: Global fisheries index: has relative biomass for this family?,ORG.one: Subspecies,ORG.one: Subpopulation,ORG.one: Kingdom,ORG.one: Status
Osteichthyes,Atheriniformes,Atherinidae,Craterocephalus marjoriae,Marjorie's hardyhead ,"Marjorie's freshwater hardyhead (English), Marjorie's hardyhead (English), Silverstreak hardyhead (English)",Marjorie's Hardyhead,"Craterocephalus marjoriae Whitley, 1948",,,LC,,,,,,endemic ,1,0,0,benthopelagic,0,4,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Atherinidae,Craterocephalus mugiloides,Spotted hardyhead ,Spotted hardyhead (English),Spotted Hardyhead,"Craterocephalus mugiloides (McCulloch, 1912)",,,,,,,,,endemic ,0,1,1,pelagic-neritic,36,70,303,74,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,NA,FALSE,FALSE,TRUE,,,,
Osteichthyes,Atheriniformes,Atherinidae,Craterocephalus munroi,Munro's hardyhead ,Munro's hardyhead (English),Munro's Hardyhead,"Craterocephalus munroi Crowley & Ivantsoff, 1988",,,,,,,,,endemic ,1,1,0,benthopelagic,0,5,0,5,,,,,,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Atherinidae,Craterocephalus pauciradiatus,Few-ray hardyhead ,Few-ray hardyhead (English),Few-ray Hardyhead,"Craterocephalus pauciradiatus (Günther, 1861)",,,,,,,,,endemic ,0,1,0,pelagic,32,2,42,4,,,,,,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Atherinidae,Craterocephalus stercusmuscarum,Fly-specked hardyhead ,"Flyspecked hardyhead (English), Fly-specked hardyhead (English), Freshwater hardyhead (English), Freshwater silverside (English), Line-eye (English), Mitchellian hardyhead (English), Northern fresh water hardyhead (English), Speckled crat (English), Worrell's freshwater hardyhead (English)",Flyspecked Hardyhead,"Craterocephalus stercusmuscarum (Günther, 1867)",,,LC,,,,,,native ,1,0,0,pelagic,0,384,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Atherinidae,Craterocephalus stramineus,Blackmast ,"Blackmast (English), Strawman (English)",Blackmast,"Craterocephalus stramineus (Whitley, 1950)",,,LC,,,,,NC_043854,endemic ,1,0,0,benthopelagic,1,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Atherinidae,Hypoatherina barnesi,Barnes' silverside ,"Barne's hardyhead (English), Barnes' hardyhead (English), Barnes' silverside (English)",Barnes' Hardyhead,"Hypoatherina barnesi Schultz, 1953",,,,,,,,,native ,0,0,1,reef-associated,3,13,3,25,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,,,,
Osteichthyes,Atheriniformes,Atherinidae,Hypoatherina temminckii,Samoan silverside ,"Samoan hardyhead (English), Samoan silverside (English)",Samoan Hardyhead,"Hypoatherina temminckii (Bleeker, 1853)",,,,,,,,,native ,0,0,1,reef-associated,34,39,41,65,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,subsistence fisheries,FALSE,FALSE,TRUE,,,,
Osteichthyes,Atheriniformes,Atherinidae,Hypoatherina tropicalis,Whitley's silverside ,"Tropical hardyhead (English), Whitley's silverside (English)",Tropical Hardyhead,"Hypoatherina tropicalis (Whitley, 1948)",,,,,,,,,native ,0,0,1,pelagic-neritic,0,74,0,124,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,TRUE,,,,
Osteichthyes,Atheriniformes,Atherinidae,Kestratherina brevirostris,Short-snout hardyhead ,"Short pikeheaded hardyhead (English), Short-headed hardyhead (English), Shortsnout hardyhead (English), Short-snout hardyhead (English)",Shortsnout Hardyhead,"Kestratherina brevirostris Pavlov, Ivantsoff, Last & Crowley, 1988",,,LC,,,,,,native ,0,1,1,demersal,0,30,0,45,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,TRUE,,,,
Osteichthyes,Atheriniformes,Atherinidae,Kestratherina esox,Pikehead hardyhead ,Pikehead hardyhead (English),Pikehead Hardyhead,"Kestratherina esox (Klunzinger, 1872)",,,,,,,,,endemic ,0,1,1,pelagic-neritic,0,77,0,121,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,TRUE,,,,
Osteichthyes,Atheriniformes,Atherinidae,Leptatherina presbyteroides,Silver fish ,"Elongate hardyhead (English), Port Lincoln hardyhead (English), Prettyfish (English), Silver fish (English), Swan river hardyhead (English), Tamar hardyhead (English)",Silver Fish,"Leptatherina presbyteroides (Richardson, 1843)",,,,,,,,,endemic ,0,0,1,pelagic-neritic,52,152,1041,201,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,TRUE,,,,
Osteichthyes,Atheriniformes,Atherinidae,Leptatherina wallacei,Western hardyhead ,Western hardyhead (English),Western Hardyhead,"Leptatherina wallacei (Prince, Ivantsoff & Potter, 1982)",,,,,,,,,endemic ,1,1,0,pelagic,18,0,63,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Atherinidae,Stenatherina panatela,Panatella silverside ,"Panatela hardyhead (English), Panatela silverside (English), Panatella silverside (English)",,,,,,,,,,,native ,0,0,1,reef-associated,3,6,4,10,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,minor commercial,FALSE,FALSE,TRUE,,,,
Osteichthyes,Atheriniformes,Atherionidae,Atherion elymus,Bearded silverside ,"Bearded silverside (English), Pickleface hardyhead (English), Pickleface silverside (English)",Pickleface Hardyhead,"Atherion elymus Jordan & Starks, 1901",,,LC,,,,,,native ,0,0,1,reef-associated,0,5,0,8,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,,,,
Osteichthyes,Atheriniformes,Atherionidae,Atherion maccullochi,McCulloch's hardyhead ,McCulloch's hardyhead (English),McCulloch's Hardyhead,"Atherion maccullochi Jordan & Hubbs, 1919",,,,,,,,,native ,0,0,1,reef-associated,0,14,0,28,,,,,,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Dentatherinidae,Dentatherina merceri,Mercer's tusked silverside ,"Mercer's tusked silverside (English), Tusked silverside (English)",Tusked Silverside,"Dentatherina merceri Patten & Ivantsoff, 1983",,,,,,,,,native ,0,0,1,pelagic-neritic,5,13,8,21,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,,,,
Osteichthyes,Atheriniformes,Isonidae,Iso rhothophilus,Flower of the wave ,"Flower of the wave (English), Surf fish (English), Surf sardine (English)",Surf Sardine,"Iso rhothophilus (Ogilby, 1895)",,,,,,,,,native ,0,1,1,pelagic-neritic,9,43,10,64,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,,,,
Osteichthyes,Atheriniformes,Melanotaeniidae,Cairnsichthys rhombosomoides,Cairns rainbowfish ,"Cairns rainbowfish (English), Northern soft-spined sunfish (English)",Cairns Rainbowfish,"Cairnsichthys rhombosomoides (Nichols & Raven, 1928)",,,EN,,,,,,endemic ,1,0,0,demersal,0,96,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Melanotaeniidae,Iriatherina werneri,Threadfin rainbowfish ,Threadfin rainbowfish (English),Threadfin Rainbowfish,"Iriatherina werneri Meinken, 1974",,,LC,,,,In 10k,NC_036767,native ,1,0,0,demersal,0,30,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Melanotaeniidae,Melanotaenia australis,Western rainbowfish ,"Australian rainbowfish (English), Dookool koodany (Nyikina), Gooljirimby (Ngarinyin), Red-tailed rainbowfish (English), Walmadi (Gooniyandi), Walmarri (Bunuba), Western Australian jewel-fish (English), Western Australian sun-fish (English), Western rainbowfish (English), Westralian sunfish (English)",Western Rainbowfish,"Melanotaenia australis (Castelnau, 1875)",,,LC,,,,,NC_030170,endemic ,1,0,0,pelagic,42,26,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Melanotaeniidae,Melanotaenia duboulayi,Crimsonspotted rainbowfish ,"Crimsonspotted rainbowfish (English), Crimson-spotted rainbowfish (English), Duboulay's rainbowfish (English)",Crimsonspotted Rainbowfish,"Melanotaenia duboulayi (Castelnau, 1878)",,,LC,,,,,,endemic ,1,0,0,benthopelagic,0,68,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Melanotaeniidae,Melanotaenia eachamensis,Lake Eacham rainbowfish ,Lake Eacham rainbowfish (English),Lake Eacham Rainbowfish,"Melanotaenia eachamensis Allen & Cross, 1982",,,EN,EN,,,,,endemic ,1,0,0,benthopelagic,0,25,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Melanotaeniidae,Melanotaenia exquisita,Exquisite rainbowfish ,Exquisite rainbowfish (English),Exquisite Rainbowfish,"Melanotaenia exquisita Allen, 1978",,,LC,,,,,,endemic ,1,0,0,benthopelagic,4,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Melanotaeniidae,Melanotaenia fluviatilis,Murray River rainbowfish ,"Australian rainbowfish (English), Crimson-spotted jewelfish (English), Crimson-spotted rainbowfish (English), Murray River rainbowfish (English), Murray river sunfish (English), Murray-Darling sunfish (English), Pink-ear (English), Pink-eared rainbowfish (English), Rainbow-fish (English)",Murray River Rainbowfish,"Melanotaenia fluviatilis (Castelnau, 1878)",,,LC,,,,,,endemic ,1,0,0,benthopelagic,0,33,0,0,1.3,1.2714,48,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523..Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644..NA.NA",,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Melanotaeniidae,Melanotaenia gracilis,Slender rainbowfish ,Slender rainbowfish (English),Slender Rainbowfish,"Melanotaenia gracilis Allen, 1978",,,EN,,,,,,endemic ,1,0,0,benthopelagic,11,1,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Melanotaeniidae,Melanotaenia maccullochi,Macculloch's rainbowfish ,"Macculloch's rainbowfish (English), McCulloch's rainbowfish (English), McCulloch's sun-fish (English)",McCulloch's Rainbowfish,"Melanotaenia maccullochi Ogilby, 1915",,,LC,,,,,,native ,1,0,0,benthopelagic,0,87,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Melanotaeniidae,Melanotaenia nigrans,Blackbanded rainbowfish ,"Black-banded jewelfish (English), Black striped rainbow fish (English), Blackbanded rainbowfish (English), Black-banded rainbowfish (English), Common freshwater sunfish (English), Mauve rainbow-fish (English), Spotted sunfish (English), Yalgurnda (English)",Blackbanded Rainbowfish,"Melanotaenia nigrans (Richardson, 1843)",,,LC,,,,,,endemic ,1,1,0,benthopelagic,6,97,6,134,1.3,1.2714,48,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Melanotaeniidae,Melanotaenia pygmaea,Pygmy rainbowfish ,Pygmy rainbowfish (English),Pygmy Rainbowfish,"Melanotaenia pygmaea Allen, 1978",,,VU,,,,,,endemic ,1,0,0,benthopelagic,0,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Melanotaeniidae,Melanotaenia solata,Northern Rainbowfish ,Northern Rainbowfish (English),,,,,,,,,,,native ,1,0,0,benthopelagic,0,1,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Melanotaeniidae,Melanotaenia splendida,Eastern rainbowfish ,"Checkered rainbowfish (English), Desert rainbowfish (English), East Queensland rainbow fish (English), Eastern rainbow fish (English), Eastern rainbowfish (English), McDonald ranges rainbow fish (English), Northern sunfish (English), Splendid rainbowfish (English)",Eastern Rainbowfish,"Melanotaenia splendida (Peters, 1866)",,,LC,,,,,NC_028280,endemic ,1,0,0,benthopelagic,0,796,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Melanotaeniidae,Melanotaenia trifasciata,Banded rainbowfish ,"Banded rainbowfish (English), Goyder river rainbowfish (English), Striped sunfish (English), Three-banded sun-fish (English)",Banded Rainbowfish,"Melanotaenia trifasciata (Rendahl, 1922)",,,LC,,,,,,endemic ,1,0,0,benthopelagic,0,63,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Melanotaeniidae,Melanotaenia utcheensis,Utchee rainbowfish ,Utchee rainbowfish (English),Utchee Rainbowfish,"Melanotaenia utcheensis McGuigan, 2001",,,EN,,,,,,native ,1,0,0,benthopelagic,0,33,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Melanotaeniidae,Rhadinocentrus ornatus,Ornate rainbowfish ,"Blue spotted sunfish (English), Moreton Island sunfish (English), Neon light sunfish (English), Ornate rainbowfish (English), Porthole fish (English), Soft-spined rainbowfish (English), Soft-spined sunfish (English), Southern soft-spined sunfish (English), Southern sunfish (English)",Ornate Rainbowfish,"Rhadinocentrus ornatus Regan, 1914",,,VU,,,,,,endemic ,1,0,0,pelagic,0,125,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Pseudomugilidae,Pseudomugil cyanodorsalis,Blueback blue-eye ,"Blueback blue eye (English), Blueback blue-eye (English)",Blueback Blue Eye,"Pseudomugil cyanodorsalis Allen & Sarti, 1983",,,,,,,,,native ,0,1,1,pelagic-neritic,11,6,13,12,,,,,,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Pseudomugilidae,Pseudomugil gertrudae,Spotted blue-eye ,"Gertrude's blue eye (English), Northern blue-eye (English), Spotted blue eye (English), Spotted blue-eye (English)",Spotted Blue Eye,"Pseudomugil gertrudae Weber, 1911",,,LC,,,,,,native ,1,1,0,demersal,0,114,0,138,,,,,,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Pseudomugilidae,Pseudomugil inconspicuus,Inconspicuous blue-eye ,"Inconspicuous blue eye (English), Inconspicuous blue-eye (English)",Inconspicuous Blue Eye,"Pseudomugil inconspicuus Roberts, 1978",,,LC,,,,,,native ,1,1,1,pelagic-neritic,0,1,0,2,,,,,,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Pseudomugilidae,Pseudomugil mellis,Honey blue eye ,"Honey blue eye (English), Honey blue-eye (English)",Honey Blue Eye,"Pseudomugil mellis Allen & Ivantsoff, 1982",,,EN,VU,,,,,endemic ,1,1,0,benthopelagic,0,3,0,6,,,,,,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Pseudomugilidae,Pseudomugil signifer,Pacific blue eye ,"Blue eye (English), Island blue-eye (English), Northern blue eye (English), Pacific blue eye (English), Pacific blue-eye (English), Southern blue-eye (English)",Pacific Blue Eye,"Pseudomugil signifer Kner, 1866",,,LC,,,,,,endemic ,1,1,0,benthopelagic,0,752,0,821,,,,,,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Pseudomugilidae,Pseudomugil tenellus,Delicate blue-eye ,"Arnhem land blue-eye (English), Delicate blue eye (English), Delicate blue-eye (English)",Delicate Blue Eye,"Pseudomugil tenellus Taylor, 1964",,,LC,,,,,,native ,1,0,0,demersal,0,6,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Atheriniformes,Pseudomugilidae,Scaturiginichthys vermeilipinnis,Redfin blue eye ,"Redfin blue eye (English), Red-finned blue-eye (English), Redfinned blue-eye (English)",Redfin Blue Eye,"Scaturiginichthys vermeilipinnis Ivantsoff, Unmack, Saeed & Crowley, 1991",,,CR,EN,,,,,endemic ,1,0,0,pelagic,0,0,0,0,,,,,threatened species,(SC) - NESP Marine & Coastal Hub - Alan Jordan/Damian Burrows Aus Gov. Threatened Species Strategy,,,,,,,,,,None,None,ANIMALIA,unclaimed
Osteichthyes,Aulopiformes,Alepisauridae,Alepisaurus brevirostris,Short snouted lancetfish ,"Shortnose lancetfish (English), Shortsnout lancetfish (English), Shortsnouted handsawfish (English)",Shortnose Lancetfish,"Alepisaurus brevirostris Gibbs, 1960",,,LC,,,,,,native ,0,0,1,bathypelagic,2,2,4,4,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Aulopiformes,Alepisauridae,Alepisaurus ferox,Long snouted lancetfish ,"Lancet fish (English), Longnose lancetfish (English)",Longnose Lancetfish,"Alepisaurus ferox Lowe, 1833",,,LC,,,,,,native ,0,0,1,bathypelagic,6,15,7,23,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Aulopiformes,Alepisauridae,Omosudis lowii,Omosudid ,"Hammerjaw (English), Omosudid (English)",Hammerjaw,"Omosudis lowii Günther, 1887",,,LC,,,,,,native ,0,0,1,bathypelagic,8,4,16,6,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,,,,
Osteichthyes,Aulopiformes,Aulopidae,Hime curtirostris,Shortsnout threadsail ,Shortsnout threadsail (English),Shortsnout Threadsail,"Hime curtirostris (Thomson, 1967)",,,LC,,,,,,endemic ,0,0,1,demersal,0,286,0,361,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Aulopiformes,Aulopidae,Hime formosana,,,,,,,,,,,,,native ,0,0,1,demersal,0,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Aulopiformes,Aulopidae,Hime pyrhistion,Flaming flagfin ,Flaming flagfin (English),,,,,LC,,,,,,native ,0,0,1,demersal,0,4,0,8,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Aulopiformes,Aulopidae,Latropiscis purpurissatus,Sergeant baker ,Sergeant baker (English),Sergeant Baker,"Latropiscis purpurissatus (Richardson, 1843)",,,LC,,,,,,native ,0,0,1,reef-associated,309,610,290,539,,,,,,,,,,,,,,,,,,,
Osteichthyes,Aulopiformes,Aulopidae,Leptaulopus damasi,,,,,,,LC,,,,,,native ,0,0,1,demersal,0,1,0,2,,,,,,,,,,,,,,,,,,,
Osteichthyes,Aulopiformes,Aulopidae,Leptaulopus erythrozonatus,Duckbill flagfin ,Duckbill flagfin (English),,,,,DD,,,,,,native ,0,0,1,demersal,0,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Aulopiformes,Bathysauridae,Bathysaurus ferox,Deep-sea lizardfish ,Deepsea lizardfish (English),Deepsea Lizardfish,"Bathysaurus ferox Günther, 1878",,,LC,,,,,,native ,0,0,1,bathydemersal,19,108,28,141,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Aulopiformes,Bathysauroididae,Bathysauroides gigas,Pale deepsea lizardfish ,Pale deepsea lizardfish (English),Pale Deepsea Lizardfish,"Bathysauroides gigas (Kamohara, 1952)",,,LC,,,,,,native ,0,0,1,demersal,17,25,23,35,,,,,,,,,,,,,,,,,,,
Osteichthyes,Aulopiformes,Chlorophthalmidae,Chlorophthalmus agassizi,Shortnose greeneye ,Shortnose greeneye (English),,,,,LC,,,,,NC_003160,native ,0,1,1,bathydemersal,10,2,18,2,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Aulopiformes,Chlorophthalmidae,Chlorophthalmus nigromarginatus,Blackedge greeneye ,Blackedge greeneye (English),Blackedge Greeneye,"Chlorophthalmus nigromarginatus Kamohara, 1953",,,LC,,,,,NC_027654,native ,0,0,1,demersal,23,12,43,24,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Aulopiformes,Evermannellidae,Coccorella atlantica,Atlantic sabretooth ,Atlantic sabretooth (English),Atlantic Sabretooth,"Coccorella atlantica (Parr, 1928)",,,LC,,,,,,native ,0,0,1,bathypelagic,4,12,4,16,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,,,,
Osteichthyes,Aulopiformes,Evermannellidae,Evermannella balbo,Balbo sabretooth ,Balbo sabretooth (English),Balbo Sabretooth,"Evermannella balbo (Risso, 1820)",,,LC,,,,,,native ,0,0,1,bathypelagic,0,12,0,19,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,,,,
Osteichthyes,Aulopiformes,Evermannellidae,Evermannella indica,Indian sabretooth ,Indian sabretooth (English),Indian Sabretooth,"Evermannella indica Brauer, 1906",,,LC,,,,,,native ,0,0,1,bathypelagic,0,15,0,15,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,,,,
Osteichthyes,Aulopiformes,Giganturidae,Gigantura chuni,Gigantura ,"Chun's telescopefish (English), Gigantura (English)",Chun's Telescopefish,"Gigantura chuni Brauer, 1901",,,LC,,,,,,native ,0,0,1,bathypelagic,1,0,2,0,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,,,,
Osteichthyes,Aulopiformes,Giganturidae,Gigantura indica,Telescopefish ,"Indian telescopefish (English), Telescopefish (English)",Indian Telescopefish,"Gigantura indica Brauer, 1901",,,LC,,,,,,native ,0,0,1,bathypelagic,1,10,2,9,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,,,,
Osteichthyes,Aulopiformes,Ipnopidae,Bathypterois grallator,Tripodfish ,"Tripod fish (English), Tripod spiderfish (English)",Tripod Spiderfish,"Bathypterois grallator (Goode & Bean, 1886)",,,LC,,,,,,native ,0,0,1,bathydemersal,2,9,3,6,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Aulopiformes,Ipnopidae,Bathypterois guentheri,Tribute spiderfish ,Tribute spiderfish (English),Tribute Spiderfish,"Bathypterois guentheri Alcock, 1889",,,LC,,,,,,native ,0,0,1,bathydemersal,37,17,51,12,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Aulopiformes,Ipnopidae,Bathypterois longifilis,Feeler fish ,"Feeler fish (English), Longray spiderfish (English)",Longray Spiderfish,"Bathypterois longifilis Günther, 1878",,,LC,,,,,,native ,0,0,1,bathydemersal,0,171,0,198,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Aulopiformes,Ipnopidae,Bathypterois longipes,Abyssal spiderfish ,Abyssal spiderfish (English),Abyssal Spiderfish,"Bathypterois longipes Günther, 1878",,,LC,,,,,,native ,0,0,1,bathydemersal,0,12,0,14,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Aulopiformes,Ipnopidae,Bathypterois ventralis,Ventrad spiderfish ,Ventrad spiderfish (English),Ventrad Spiderfish,"Bathypterois ventralis Garman, 1899",,,LC,,,,,,native ,0,0,1,bathydemersal,23,0,29,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Aulopiformes,Ipnopidae,Bathysauropsis gracilis,Black lizardfish ,"Black deepsea lizardfish (English), Black lizardfish (English)",,,,,LC,,,,,,native ,0,0,1,bathydemersal,0,83,0,149,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Aulopiformes,Ipnopidae,Ipnops agassizii,Grideye fish ,"Grideye fish (English), Grideye spiderfish (English)",Grideye Spiderfish,"Ipnops agassizii Garman, 1899",,,LC,,,,,,native ,0,0,1,bathydemersal,1,4,2,18,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Aulopiformes,Ipnopidae,Ipnops murrayi,,,,,,,LC,,,,,,native ,0,0,1,bathydemersal,0,20,0,45,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Aulopiformes,Lestidiidae,Lestidiops indopacificus,Indo-Pacific barracudina ,Indo-Pacific barracudina (English),Indo-Pacific Barracudina,"Lestidiops indopacificus (Ege, 1953)",,,,,,,,,native ,0,0,1,bathypelagic,0,0,0,14,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
